PremiseID,PremisesName,AltPremisesName,Customer,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123,GHGEmissionsScope123NoGP,GHGEmissionsScope123PerM2,GHGEmissionsScope123PerM2NoGP,EnergyIntensityByM2,EnergyIntensityByRoom,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,WaterStarRatingValue,WaterStarRatingValueNoRW,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterConsumptionPerRoom,WaterConsumptionPerRoomNoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity
2262,2 Southbank Boulevard SOUTHBANK VIC 3006,Freshwater Place,GPT Wholesale Office Fund No. 1,Office,2,Southbank Boulevard,SOUTHBANK,VIC,3006,-37.82153375,144.9624714,N49030,Indoor Environment,Base Building,2018-10-16 0:00:00,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-10-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.3,69.6,47.7,0,0,TBA,TBA
2262,2 Southbank Boulevard SOUTHBANK VIC 3006,2 Southbank Boulevard SOUTHBANK VIC 3006,GPT Funds Management Limited & Australand Holdings Ltd,Office,2,Southbank Boulevard,SOUTHBANK,VIC,3006,-37.82153375,144.9624714,N51012,Water,Base Building,2019-01-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-28 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,25550,25550,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2267,,,IIG Property Management Pty Ltd ATF IIG Footscray Unit Trust,Office,90-96,Maribyrnong Street,FOOTSCRAY,VIC,3011,-37.80803151,144.9055929,N51754,Energy,Whole Building,2019-04-05 0:00:00,4,4,0,NO,NULL,NULL,801631,801631,155.4271367,155.4271367,625,NULL,NULL,NULL,3226449.82,NO,2019-04-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2268,NIB Building,NIB Building,Sandran Pty Ltd,Office,22,Honeysuckle Drive,NEWCASTLE,NSW,2300,-32.92637506,151.7665264,N49436,Energy,Base Building,2018-10-10 0:00:00,5,5,0,NO,NULL,NULL,549885,549885,72.98712503,72.98712503,301,NULL,NULL,NULL,2270126.04,NO,2018-10-10 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2269,,,Abacus Property Group,Office,14,Martin Place,SYDNEY,NSW,2000,-33.86721354,151.2082321,N48259,Energy,Base Building,2018-05-30 0:00:00,3.5,3.5,0,NO,NULL,NULL,1269139,1269139,119.4393834,119.4393834,470,NULL,NULL,NULL,4999939.04,NO,2018-05-30 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2269,,,Abacus Property Group,Office,14,Martin Place,SYDNEY,NSW,2000,-33.86721354,151.2082321,N48259,Water,Base Building,2018-05-30 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-30 0:00:00,NULL,TBA,TBA,2.5,2.5,0,NO,12251.6,12251.6,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2270,Challis House,Challis House,Abacus Property Group,Office,4-10,Martin Place,SYDNEY,NSW,2000,NULL,NULL,N51481,Energy,Base Building,2019-04-05 0:00:00,3.5,3.5,0,NO,NULL,NULL,641741,641741,119.745671,119.745671,514,NULL,NULL,NULL,2757830.44,NO,2019-04-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2270,Challis House,Challis House,Abacus Property Group,Office,4-10,Martin Place,SYDNEY,NSW,2000,NULL,NULL,N51481,Water,Base Building,2019-04-05 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-04-05 0:00:00,NULL,TBA,TBA,3,3,0,NO,5261.7,5261.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2275,324 St Kilda Rd Melbourne,324 St Kilda Rd Melbourne,Lester Property Investments Pty Ltd,Office,324,St Kilda Road,SOUTHBANK,VIC,3006,-37.829607,144.970844,N49125,Energy,Base Building,2018-10-10 0:00:00,2.5,2.5,0,NO,NULL,NULL,500977,500977,150.6244738,150.6244738,589,NULL,NULL,NULL,1960299.36,NO,2018-10-10 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2280,,,SICARD PTY LTD,Office,175,Liverpool Street,SYDNEY,NSW,2000,-33.87716881,151.2106374,N49665,Energy,Base Building,2018-11-28 0:00:00,5,5,0,NO,NULL,NULL,3289445,3289445,75.13733722,75.13733722,380,NULL,NULL,NULL,16670031.56,NO,2018-11-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2280,,,SICARD PTY LTD,Office,175,Liverpool Street,SYDNEY,NSW,2000,-33.87716881,151.2106374,N49665,Water,Base Building,2018-11-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-11-28 0:00:00,NULL,TBA,TBA,4,4,0,NO,26443.7,26443.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2283,DHS Dalby,DHS Dalby,Dalbridge Developments Pty Ltd,Office,34,Patrick Street,DALBY,QLD,4405,-27.18037445,151.2645711,N49433,Energy,Whole Building,2019-01-07 0:00:00,5,5,0,NO,NULL,NULL,81618,81618,117.1998851,117.1998851,453,NULL,NULL,NULL,315941.4,NO,2019-01-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2284,Centrelink Kurri Kurri,Centrelink Kurri Kurri,Palanko Pty Ltd,Office,174,Barton Street,KURRI KURRI,NSW,2327,-32.820166,151.4800149,N49432,Energy,Whole Building,2018-10-24 0:00:00,5,5,0,NO,NULL,NULL,55257,55257,125.2709136,125.2709136,455,NULL,NULL,NULL,200934.36,NO,2018-10-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2290,Florin House,Florin House,Florin Development Group & Aryour Holdings,Office,553,Smollett Street,ALBURY,NSW,2640,-36.08302473,146.9143409,N51368,Energy,Base Building,2019-01-19 0:00:00,5.5,5.5,0,NO,NULL,NULL,80540,80540,33.78355705,33.78355705,122,NULL,NULL,NULL,292874.4,NO,2019-01-19 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2295,171 Clarence Street,171 Clarence Street,Longbow Properties (Australia) Pty Ltd,Office,171,Clarence Street,SYDNEY,NSW,2000,-33.86853845,151.2050147,N49384,Energy,Base Building,2018-09-22 0:00:00,4.5,4.5,0,NO,NULL,NULL,432210,432210,81.04899957,81.04899957,358,NULL,NULL,NULL,1909960.84,NO,2018-09-22 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2295,171 Clarence Street,171 Clarence Street,Longbow Properties (Australia) Pty Ltd,Office,171,Clarence Street,SYDNEY,NSW,2000,-33.86853845,151.2050147,N49384,Water,Base Building,2018-09-22 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-22 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,4319,4319,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2297,179 St Georges Terrace,179 St Georges Terrace,Soneel Pty Ltd and Aliya Sikander,Office,179,St Georges Terrace,PERTH,WA,6000,-31.95421,115.85387,N51218,Energy,Base Building,2018-12-21 0:00:00,4.5,4.5,0,NO,NULL,NULL,220889,220889,66.86311902,66.86311902,396,NULL,NULL,NULL,1309100.74,NO,2018-12-21 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2301,100 George Street,100 George St,Valbeet Pty Ltd,Office,100,George Street,PARRAMATTA,NSW,2150,-33.81393789,151.0068633,N51065,Energy,Base Building,2018-12-14 0:00:00,5.5,5.5,0,NO,NULL,NULL,422507,422507,57.93401802,57.93401802,270,NULL,NULL,NULL,1971315.62,NO,2018-12-14 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2306,440 Collins Street MELBOURNE,440 Collins Street MELBOURNE,Juilliard Corporation Pty Ltd,Office,440,Collins Street,MELBOURNE,VIC,3000,NULL,NULL,N48846,Energy,Base Building,2018-09-30 0:00:00,3.5,3.5,0,NO,NULL,NULL,2412192,2412192,129.8343291,129.8343291,544,NULL,NULL,NULL,10117406.34,NO,2018-09-30 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2314,Triniti Building 1,Triniti Building 1,Stockland Property Trust,Office,"T1, 39",Delhi Road,NORTH RYDE,NSW,2113,-33.79564469,151.1393582,N47998,Energy,Base Building,2018-05-17 0:00:00,4.5,4.5,0,NO,NULL,NULL,526782,526782,84.16123466,84.16123466,451,NULL,NULL,NULL,2823304.76,NO,2018-05-17 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2317,Centrelink Port Adelaide,Centrelink Port Adelaide,Jenzcorp Pty Ltd,Office,72,Lipson Street,PORT ADELAIDE,SA,5015,-34.84670134,138.508869,N49353,Energy,Base Building,2018-09-01 0:00:00,5,5,0,NO,NULL,NULL,45727,45727,35.06134029,35.06134029,175,NULL,NULL,NULL,228635.28,NO,2018-09-01 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2319,303 Collins Street,Phileo 303 Collins,Phileo 303 Collins Pty Ltd,Office,303,Collins Street,MELBOURNE,VIC,3000,-37.81652644,144.9637626,N48778,Energy,Base Building,2018-09-21 0:00:00,3,3,0,NO,NULL,NULL,2159894,2159894,151.7024519,151.7024519,536,NULL,NULL,NULL,7635163.82,NO,2018-09-21 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2319,303 Collins Street,303 Collins Street,Dixon Appointments Pty Ltd,Office,303,Collins Street,MELBOURNE,VIC,3000,-37.81652644,144.9637626,N51319,Energy,Tenancy,2019-02-02 0:00:00,6,4.5,100,YES,NULL,NULL,0,36921,0,94.42710997,253,NULL,NULL,NULL,99190.8,NO,2019-02-02 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2326,Workplace6,Workplace6,The GPT Group,Office,48,Pirrama Road,PYRMONT,NSW,2009,-33.8667513,151.1957942,N49738,Energy,Base Building,2018-11-20 0:00:00,5.5,5,40,YES,NULL,NULL,749876,1203949,46.27407421,74.29445051,320,NULL,NULL,NULL,5190488.32,NO,2018-11-20 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2326,Workplace6,Workplace6,The GPT Group,Office,48,Pirrama Road,PYRMONT,NSW,2009,-33.8667513,151.1957942,N49738,Water,Base Building,2018-11-20 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-11-20 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,8460.6,8460.6,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2328,,,Nasar Pty Ltd C/O Colliers International (VIC) Pty Ltd,Office,460,Lonsdale Street,MELBOURNE,VIC,3000,-37.81316395,144.9584739,N49961,Energy,Base Building,2018-11-16 0:00:00,3,3,0,NO,NULL,NULL,1526654,1526654,150.299683,150.299683,545,NULL,NULL,NULL,5543224.02,NO,2018-11-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2332,,,One Investment Management Pty Ltd ATF RECAP IV Management No 3 Trust,Office,2-14,Meredith Street,BANKSTOWN,NSW,2200,-33.91680681,151.0308989,N51515,Energy,Base Building,2019-04-04 0:00:00,4.5,4.5,0,NO,NULL,NULL,1432977,1432977,116.1452609,116.1452609,480,NULL,NULL,NULL,5927315.22,NO,2019-04-04 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2332,,,One Investment Management Pty Ltd ATF RECAP IV Management No 3 Trust,Office,2-14,Meredith Street,BANKSTOWN,NSW,2200,-33.91680681,151.0308989,N51515,Water,Base Building,2019-04-04 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-04-04 0:00:00,NULL,TBA,TBA,3,3,0,NO,11955.1,11955.1,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2333,,100 King William Street,Saphire Tempo Pty Ltd,Office,100,King William Street,ADELAIDE,SA,5000,-34.92507764,138.6002288,N51455,Energy,Base Building,2019-04-13 0:00:00,4.5,4,21.5,YES,NULL,NULL,577333,698010,45.68772999,55.23760535,449,NULL,NULL,NULL,5685536.46,NO,2019-04-13 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2333,,,Commonwealth Bank of Australia,Office,100,King William Street,ADELAIDE,SA,5000,-34.92507764,138.6002288,N49280,Energy,Tenancy,2018-08-29 0:00:00,4,4,0,NO,NULL,NULL,252919,252919,61.04730871,61.04730871,305,NULL,NULL,NULL,1264597.2,NO,2018-08-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2333,,,Department of Human Services,Office,100,King William Street,ADELAIDE,SA,5000,-34.92507764,138.6002288,N51433,Energy,Tenancy,2019-03-13 0:00:00,5,5,0,NO,NULL,NULL,167144,167144,35.54289117,35.54289117,220,NULL,NULL,NULL,1037444.04,NO,2019-03-13 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2344,CITIC House,CITIC House,CITIC House Pty Ltd,Office,99,King Street,MELBOURNE,VIC,3000,-37.81775371,144.9560608,N48944,Energy,Base Building,2018-08-02 0:00:00,4.5,4.5,0,NO,NULL,NULL,721070,721070,79.75732236,79.75732236,300,NULL,NULL,NULL,2714272.64,NO,2018-08-02 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2348,NULL,NULL,MESATECH PTY LTD,Office,99,St Georges Terrace,PERTH,WA,6000,-31.95528001,115.8569725,N49208,Energy,Base Building,2018-08-29 0:00:00,0,0,0,NO,NULL,NULL,404331,404331,338.8059326,338.8059326,2214,NULL,NULL,NULL,2642257.66,NO,2018-08-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2355,Building A,Building A,Stockland Property Trust,Office,690,Springvale Road,MULGRAVE,VIC,3170,-37.91941677,145.158854,N48981,Energy,Whole Building,2018-07-29 0:00:00,2,2,0,NO,NULL,NULL,6294606,6294606,402.8290029,402.8290029,1824,NULL,NULL,NULL,28503282.24,NO,2018-07-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2355,Building A,Building A,Stockland Property Trust,Office,690,Springvale Road,MULGRAVE,VIC,3170,-37.91941677,145.158854,N48981,Water,Whole Building,2018-07-29 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-29 0:00:00,NULL,TBA,TBA,2.5,2.5,0,NO,11350.9,11350.9,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2358,NULL,NULL,The Trust Company (Australia) Ltd,Office,150,Charlotte Street,BRISBANE CITY,QLD,4000,-27.47010596,153.0276968,N51405,Energy,Base Building,2019-02-13 0:00:00,4.5,4.5,0,NO,NULL,NULL,1009624,1009624,93.91763798,93.91763798,405,NULL,NULL,NULL,4355225.36,NO,2019-02-13 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2358,NULL,NULL,The Trust Company (Australia) Ltd,Office,150,Charlotte Street,BRISBANE CITY,QLD,4000,-27.47010596,153.0276968,N51405,Water,Base Building,2019-02-13 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-13 0:00:00,NULL,TBA,TBA,4,4,0,NO,9433.2,9433.2,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2360,50 Park Road,50 Park Road,Lakes Park Pty Ltd,Office,50,Park Road,MILTON,QLD,4064,-27.4717808,153.0053255,N49020,Energy,Whole Building,2018-08-15 0:00:00,4,4,8,YES,NULL,NULL,281714,306210,187.135645,203.4077322,787,NULL,NULL,NULL,1185330.96,NO,2018-08-15 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2365,Victorian TAFE Association,Victorian TAFE Association,Victorian TAFE Association,Office,478,Albert Street,EAST MELBOURNE,VIC,3002,-37.80922545,144.9746518,N51446,Energy,Tenancy,2019-02-19 0:00:00,5.5,5.5,0,NO,NULL,NULL,15711,15711,48.73138958,48.73138958,130,NULL,NULL,NULL,42207.48,NO,2019-02-19 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2366,CLSA House,Silvervision HSF1 Pty Ltd ATF the Silvervision HSF1 Trust,Silvervision HSF1 Pty Limited ATF the Silvervision HSF1 Trust,Office,20,Hunter Street,SYDNEY,NSW,2000,-33.86537216,151.2080203,N51262,Energy,Base Building,2019-01-23 0:00:00,5,5,0,NO,NULL,NULL,666556,666556,72.87074592,72.87074592,264,NULL,NULL,NULL,2423838.24,NO,2019-01-23 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2366,CLSA House,Silvervision HSF1 Pty Ltd ATF the Silvervision HSF1 Trust,Silvervision HSF1 Pty Limited ATF the Silvervision HSF1 Trust,Office,20,Hunter Street,SYDNEY,NSW,2000,-33.86537216,151.2080203,N51262,Water,Base Building,2019-01-23 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-01-23 0:00:00,NULL,TBA,TBA,3,3,0,NO,8577.1,8577.1,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2368,Jones Lang LaSalle Tenancy - Rialto Towers,Jones Lang LaSalle Tenancy - Rialto Towers,Jones Lang LaSalle,Office,525,Collins Street,MELBOURNE,VIC,3000,-37.8184294,144.9570873,N48704,Energy,Tenancy,2018-05-24 0:00:00,5.5,5.5,0,NO,NULL,NULL,19645,19645,71.74945215,71.74945215,192,NULL,NULL,NULL,52778.16,NO,2018-05-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2371,,,The 251 St Georges Terrace Trust,Office,251,St Georges Terrace,PERTH,WA,6000,-31.95288,115.84972,N49059,Energy,Base Building,2018-07-29 0:00:00,4,4,0,NO,NULL,NULL,518992,518992,79.81913536,79.81913536,346,NULL,NULL,NULL,2251051.2,NO,2018-07-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2371,,,The 251 St Georges Terrace Trust,Office,251,St Georges Terrace,PERTH,WA,6000,-31.95288,115.84972,N49059,Water,Base Building,2018-07-29 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-29 0:00:00,NULL,TBA,TBA,2.5,2.5,0,NO,6111.7,6111.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2372,Santos Place,Santos Place,Permodalan Nasional Berhad,Office,32,Turbot Street,BRISBANE CITY,QLD,4000,-27.46881297,153.0204867,N49578,Energy,Base Building,2018-09-28 0:00:00,5.5,5.5,0,NO,NULL,NULL,1872124,1872124,55.21577557,55.21577557,264,NULL,NULL,NULL,8952008.24,NO,2018-09-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2372,Santos Place,Santos Place,Permodalan Nasional Berhad,Office,32,Turbot Street,BRISBANE CITY,QLD,4000,-27.46881297,153.0204867,N49578,Water,Base Building,2018-09-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-28 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,16255.3,16255.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2374,City West Office Park - Building A,City West Office Park - Building A,GOODMAN LIMITED,Office,1,Saunders Street,PYRMONT,NSW,2009,-33.8702175,151.1906793,N49040,Energy,Whole Building,2018-09-08 0:00:00,1.5,1.5,0,NO,NULL,NULL,6159179,6159179,606.128918,606.128918,2968,NULL,NULL,NULL,30166716.6,NO,2018-09-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2375,67 Greenhill Road,67 Greenhill Road,Harmony Syndicate No. 4 Pty Ltd,Office,67,Greenhill Road,WAYVILLE,SA,5034,-34.94197249,138.5953586,N49266,Energy,Base Building,2018-08-14 0:00:00,4,4,0,NO,NULL,NULL,159252,159252,61.30972089,61.30972089,437,NULL,NULL,NULL,1137321,NO,2018-08-14 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2376,NULL,NULL,Sanori Developments Pty Ltd,Office,87,Colin Street,WEST PERTH,WA,6005,-31.94754,115.84215,N49112,Energy,Base Building,2018-08-07 0:00:00,3.5,3.5,0,NO,NULL,NULL,28449,28449,84.04431315,84.04431315,364,NULL,NULL,NULL,123394.32,NO,2018-08-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2376,NULL,NULL,Sanori Developments Pty Ltd,Office,87,Colin Street,WEST PERTH,WA,6005,-31.94754,115.84215,N49112,Water,Base Building,2018-08-07 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-07 0:00:00,NULL,TBA,TBA,3,3,0,NO,258.4,258.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2380,Enex 100,Enex 100,INPEX,Office,100,St Georges Terrace,PERTH,WA,6000,-31.95449086,115.8578052,N49282,Energy,Tenancy,2018-08-29 0:00:00,4.5,4,5,YES,NULL,NULL,838330,882453,67.65090381,71.21150742,308,NULL,NULL,NULL,3827505.6,NO,2018-08-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2383,,,Department of Human Services,Office,30-38,Barrack Street,HOBART,TAS,7000,NULL,NULL,N51360,Energy,Tenancy,2019-03-08 0:00:00,5,5,0,NO,NULL,NULL,25470,25470,9.390554142,9.390554142,198,NULL,NULL,NULL,539363.52,NO,2019-03-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
2388,,,JBW Nominees Pty Ltd,Office,38,Prince Street,BLACKTOWN,NSW,2148,NULL,NULL,N51740,Energy,Whole Building,2019-04-04 0:00:00,5,5,0,NO,NULL,NULL,344141,344141,146.8053067,146.8053067,556,NULL,NULL,NULL,1304113.32,NO,2019-04-04 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
