PremiseID,PremisesName,AltPremisesName,Customer,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123,GHGEmissionsScope123NoGP,GHGEmissionsScope123PerM2,GHGEmissionsScope123PerM2NoGP,EnergyIntensityByM2,EnergyIntensityByRoom,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,WaterStarRatingValue,WaterStarRatingValueNoRW,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterConsumptionPerRoom,WaterConsumptionPerRoomNoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity
5375,Allara House,Finlay Crisp,DEXUS Funds Management Limited as Trustee for the DEXUS Office Projects Trust,Office,48,Allara Street,CANBERRA,ACT,2601,NULL,NULL,N51333,Energy,Base Building,2019-04-04 0:00:00,4.5,4.5,0,NO,NULL,NULL,564318,564318,65.74527576,65.74527576,447,NULL,NULL,NULL,3844528.24,NO,2019-04-04 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5375,Allara House,Finlay Crisp,DEXUS Funds Management Limited as Trustee for the DEXUS Office Projects Trust,Office,48,Allara Street,CANBERRA,ACT,2601,NULL,NULL,N51333,Water,Base Building,2019-04-04 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-04-04 0:00:00,NULL,TBA,TBA,3,3,0,NO,5380.2,5380.2,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5376,250 Collins Street,250 Collins Street,Davinski Nominees Pty Ltd,Office,234-250,Collins Street,MELBOURNE,VIC,3000,-37.81551959,144.9657494,N48747,Energy,Base Building,2018-06-21 0:00:00,0,0,0,NO,NULL,NULL,1173037,1173037,380.9798636,380.9798636,1521,NULL,NULL,NULL,4686225.62,NO,2018-06-21 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5377,,,Watersun Property Pty Ltd,Office,53,Burswood Road,BURSWOOD,WA,6100,-31.96713508,115.8922581,N49867,Energy,Whole Building,2018-11-08 0:00:00,3.5,3.5,0,NO,NULL,NULL,594749,594749,138.3137209,138.3137209,599,NULL,NULL,NULL,2579634.72,NO,2018-11-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5380,Stockland Merrylands,Stockland Merrylands,STOCKLAND TRUST MANAGEMENT LIMITED,Shopping Centre,1,McFarlane Street,MERRYLANDS,NSW,2160,-33.83449698,150.9894153,N21793,Energy,NULL,2018-08-16 0:00:00,4,4,0,NO,NULL,NULL,4882130,4882130,86,86,323,NULL,NULL,NULL,18283255.82,NO,2018-08-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5380,Stockland Merrylands,Stockland Merrylands,STOCKLAND TRUST MANAGEMENT LIMITED,Shopping Centre,1,McFarlane Street,MERRYLANDS,NSW,2160,-33.83449698,150.9894153,N21793,Water,NULL,2018-08-16 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-16 0:00:00,NULL,TBA,TBA,2,2,0,NO,NULL,81446,TBA,NULL,NULL,1.44,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5383,Caboolture DHS Office,Caboolture DHS Office,Auswide Management Ltd,Office,20,George Street,CABOOLTURE,QLD,4510,-27.08196361,152.9485587,N49106,Energy,Whole Building,2018-08-28 0:00:00,4.5,4.5,0,NO,NULL,NULL,230342,230342,130.5053824,130.5053824,505,NULL,NULL,NULL,891645.84,NO,2018-08-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5388,378 Burwood Highway,378 Burwood Highway,Delloyd Pty Ltd  C/- Knight Frank Pty Ltd,Office,378,Burwood Highway,BURWOOD EAST,VIC,3151,-37.854985,145.167497,N49989,Energy,Base Building,2018-11-16 0:00:00,3.5,3.5,0,NO,NULL,NULL,299100,299100,143.9988445,143.9988445,386,NULL,NULL,NULL,803553.12,NO,2018-11-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5395,The Octagon Building,The Octagon Building,Longbow Asset Management Pty Ltd,Office,110,George Street,PARRAMATTA,NSW,2150,-33.81386318,151.0075691,N48438,Energy,Base Building,2018-05-29 0:00:00,5,5,0,NO,NULL,NULL,1193072,1193072,63.72839348,63.72839348,233,NULL,NULL,NULL,4366545.92,NO,2018-05-29 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5395,The Octagon Building,The Octagon Building,Longbow Asset Management Pty Ltd,Office,110,George Street,PARRAMATTA,NSW,2150,-33.81386318,151.0075691,N48438,Water,Base Building,2018-05-29 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-29 0:00:00,NULL,TBA,TBA,2,2,0,NO,23321.3,23321.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5396,,,BARWON PROPERTY FUNDS MANAGEMENT PTY LTD,Office,51,Wembley Road,LOGAN CENTRAL,QLD,4114,-27.64100725,153.1128251,N48837,Energy,Base Building,2018-08-08 0:00:00,4.5,4.5,0,NO,NULL,NULL,316697,316697,99.87291075,99.87291075,386,NULL,NULL,NULL,1227020.72,NO,2018-08-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5397,Building D,Building D,Stockland Property Trust,Office,350,Wellington Road,MULGRAVE,VIC,3170,-37.91909363,145.1600556,N48979,Energy,Base Building,2018-08-24 0:00:00,3,3,0,NO,NULL,NULL,337574,337574,137.532695,137.532695,625,NULL,NULL,NULL,1534655.76,NO,2018-08-24 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5397,Building D,Building D,Stockland Property Trust,Office,350,Wellington Road,MULGRAVE,VIC,3170,-37.91909363,145.1600556,N48979,Water,Base Building,2018-08-24 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-24 0:00:00,NULL,TBA,TBA,0,0,0,NO,2552.1,2552.1,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5401,Satterley Building,MacMahon Building,Calardu Perth City West Pty Ltd and Gerald Harvey,Office,27-31,Troode Street,WEST PERTH,WA,6005,-31.94362617,115.8447753,N48243,Energy,Base Building,2018-04-30 0:00:00,3.5,3.5,0,NO,NULL,NULL,402460,402460,89.4236324,89.4236324,389,NULL,NULL,NULL,1751435.4,NO,2018-04-30 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5401,Satterley Building,MacMahon Building,The TSA Group of Companies,Office,27-31,Troode Street,WEST PERTH,WA,6005,-31.94362617,115.8447753,N51101,Energy,Tenancy,2018-12-06 0:00:00,4.5,4.5,0,NO,NULL,NULL,282677,282677,129.6980959,129.6980959,562,NULL,NULL,NULL,1226069.28,NO,2018-12-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5401,Satterley Building,MacMahon Building,Calardu Perth City West Pty Ltd and Gerald Harvey,Office,27-31,Troode Street,WEST PERTH,WA,6005,-31.94362617,115.8447753,N48243,Water,Base Building,2018-04-30 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-04-30 0:00:00,NULL,TBA,TBA,3,3,0,NO,3494.3,3494.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5403,299 Elizabeth Street,299 Elizabeth Street,The Trustee for 299 Elizabeth Trust,Office,299,Elizabeth Street,SYDNEY,NSW,2000,-33.87665743,151.2091808,N48658,Energy,Base Building,2018-06-07 0:00:00,2,2,0,NO,NULL,NULL,928134,928134,173.2595344,173.2595344,630,NULL,NULL,NULL,3377843,NO,2018-06-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5405,349 Coronation Drive,349 Coronation Drive,Zupp 349 Pty Ltd,Office,349,Coronation Drive,MILTON,QLD,4064,NULL,NULL,N51486,Energy,Base Building,2019-03-05 0:00:00,3.5,3.5,0,NO,NULL,NULL,434993,434993,109.18499,109.18499,425,NULL,NULL,NULL,1696250.52,NO,2019-03-05 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5406,ATO Geelong,ATO Geelong,Australian Taxation Office,Office,12-14,Little Ryrie Street,GEELONG,VIC,3220,NULL,NULL,N48114,Energy,Tenancy,2018-05-10 0:00:00,3.5,3.5,0,NO,NULL,NULL,375907,375907,122.2859466,122.2859466,337,NULL,NULL,NULL,1036515.88,NO,2018-05-10 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5407,Department of Human Services,Department of Human Services,Department of Human Services,Office,12-14,Little Ryrie Street,GEELONG,VIC,3220,NULL,NULL,N49073,Energy,Tenancy,2018-07-31 0:00:00,5,5,0,NO,NULL,NULL,191363,191363,60.26042323,60.26042323,170,NULL,NULL,NULL,540726.04,NO,2018-07-31 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5408,Stockland Townsville,Stockland Townsville,STOCKLAND TRUST MANAGEMENT LIMITED,Shopping Centre,310-330,Ross River Road,AITKENVALE,QLD,4814,-19.29923912,146.7630747,N21752,Energy,NULL,2018-04-30 0:00:00,4,4,0,NO,NULL,NULL,5977895,5977895,131,131,508,NULL,NULL,NULL,23148246.92,NO,2018-04-30 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5408,Stockland Townsville,Stockland Townsville,STOCKLAND TRUST MANAGEMENT LIMITED,Shopping Centre,310-330,Ross River Road,AITKENVALE,QLD,4814,-19.29923912,146.7630747,N21752,Water,NULL,2018-04-30 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-04-30 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,NULL,70723,TBA,NULL,NULL,1.55,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5410,40 Allara Street,40 Allara Street,Savills Australia,Office,40,Allara Street,CANBERRA,ACT,2601,-35.28293697,149.1331775,N51384,Energy,Base Building,2019-02-20 0:00:00,4,4,0,NO,NULL,NULL,332298,332298,71.87774437,71.87774437,413,NULL,NULL,NULL,1911251.5,NO,2019-02-20 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5410,40 Allara Street,DFAT - 40 Allara Street,DEPT OF FOREIGN AFFAIRS & TRADE,Office,40,Allara Street,CANBERRA,ACT,2601,-35.28293697,149.1331775,N48671,Energy,Tenancy,2018-06-27 0:00:00,4.5,4.5,0,NO,NULL,NULL,287040,287040,94.19795222,94.19795222,342,NULL,NULL,NULL,1043780.76,NO,2018-06-27 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5411,,,Charter Hall Office Trust,Office,85,George Street,BRISBANE CITY,QLD,4000,-27.47292754,153.0258687,N47887,Energy,Base Building,2018-04-30 0:00:00,3.5,3.5,0,NO,NULL,NULL,950907,950907,108.3037585,108.3037585,431,NULL,NULL,NULL,3785137.72,NO,2018-04-30 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5411,,,Charter Hall Office Trust,Office,85,George Street,BRISBANE CITY,QLD,4000,-27.47292754,153.0258687,N47887,Water,Base Building,2018-04-30 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-04-30 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,7571.7,7571.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5414,2 Market St - Tower,2 Market St - Tower,Charter Hall Office Trust,Office,2,Market Street,SYDNEY,NSW,2000,-33.87058554,151.2042911,N48473,Energy,Base Building,2018-05-10 0:00:00,5,5,0,NO,NULL,NULL,2612550,2612550,80.24122585,80.24122585,301,NULL,NULL,NULL,9827275.76,NO,2018-05-10 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5414,2 Market St - Tower,2 Market St - Tower,Charter Hall Office Trust,Office,2,Market Street,SYDNEY,NSW,2000,-33.87058554,151.2042911,N48473,Water,Base Building,2018-05-10 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-05-10 0:00:00,NULL,TBA,TBA,3,3,0,NO,28966.6,28966.6,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5415,2 Market St - Forecourt,2 Market Street - Forecourt,Charter Hall Office Trust,Office,2,Market Street,SYDNEY,NSW,2000,-33.87058554,151.2042911,N49215,Energy,Base Building,2018-08-16 0:00:00,5,5,0,NO,NULL,NULL,346612,346612,80.87640292,80.87640292,321,NULL,NULL,NULL,1379059.7,NO,2018-08-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5415,2 Market St - Forecourt,2 Market Street - Forecourt,Charter Hall Office Trust,Office,2,Market Street,SYDNEY,NSW,2000,-33.87058554,151.2042911,N49215,Water,Base Building,2018-08-16 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-16 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,3007.3,3007.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5416,145 Ann St,145 Ann St,DEXUS CPA Pty Limited,Office,145,Ann Street,BRISBANE CITY,QLD,4000,-27.46788072,153.0245944,N49390,Energy,Base Building,2018-09-28 0:00:00,6,5.5,17,YES,NULL,NULL,1430779,1556586,50.01324804,54.41086409,575,NULL,NULL,NULL,16459807.72,NO,2018-09-28 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5416,145 Ann St,145 Ann St,DEXUS CPA Pty Limited,Office,145,Ann Street,BRISBANE CITY,QLD,4000,-27.46788072,153.0245944,N49390,Water,Base Building,2018-09-28 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-09-28 0:00:00,NULL,TBA,TBA,4,4,0,NO,18742.7,18742.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5417,"135 King St, Sydney","135 King St, Sydney",Investa Property Group,Office,135,King Street,SYDNEY,NSW,2000,-33.86926095,151.2087242,N49144,Energy,Base Building,2018-08-22 0:00:00,4.5,4.5,0,NO,NULL,NULL,2308952,2308952,85.18797825,85.18797825,362,NULL,NULL,NULL,9816084.2,NO,2018-08-22 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5417,"135 King St, Sydney","135 King St, Sydney",Investa Property Group,Office,135,King Street,SYDNEY,NSW,2000,-33.86926095,151.2087242,N49144,Water,Base Building,2018-08-22 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-08-22 0:00:00,NULL,TBA,TBA,3.5,3.5,0,NO,20213,20213,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5425,66 Eagle Street,66 Eagle Street,Australian Prime Property Fund Comercial,Office,66,Eagle Street,BRISBANE CITY,QLD,4000,-27.46731699,153.0295165,N48523,Energy,Base Building,2018-06-08 0:00:00,5,5,0,NO,NULL,NULL,2534396,2534396,85.55991803,85.55991803,334,NULL,NULL,NULL,9910661.44,NO,2018-06-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5425,66 Eagle Street,66 Eagle Street,Australian Prime Property Fund Comercial,Office,66,Eagle Street,BRISBANE CITY,QLD,4000,-27.46731699,153.0295165,N48523,Water,Base Building,2018-06-08 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-08 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,17301.7,17301.7,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5430,Building 39,Clayton Business Park - Building 39,GOODMAN LIMITED,Office,1486-1550,Centre Road,CLAYTON SOUTH,VIC,3169,-37.93121005,145.1389029,N48023,Energy,Whole Building,2018-05-04 0:00:00,5,5,0,NO,NULL,NULL,635690,635690,249.8977907,249.8977907,671,NULL,NULL,NULL,1707822.72,NO,2018-05-04 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5437,357 Collins Street,357 Collins Street,TFS Collins Pty as trustee of Collins Street Landholding Trust,Office,357,Collins Street,MELBOURNE,VIC,3000,-37.81684919,144.9626332,N48716,Energy,Base Building,2018-06-06 0:00:00,5.5,5,22.1,YES,NULL,NULL,1677121,2121989,56.42939096,71.39767906,248,NULL,NULL,NULL,7377965.42,NO,2018-06-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5437,357 Collins Street,357 Collins Street CBA Tenancy,Commonwealth Bank of Australia,Office,357,Collins Street,MELBOURNE,VIC,3000,-37.81684919,144.9626332,N48923,Energy,Tenancy,2018-08-02 0:00:00,3.5,3.5,0,NO,NULL,NULL,1983925,1983925,146.4908071,146.4908071,393,NULL,NULL,NULL,5329946.88,NO,2018-08-02 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5437,357 Collins Street,357 Collins Street,TFS Collins Pty as trustee of Collins Street Landholding Trust,Office,357,Collins Street,MELBOURNE,VIC,3000,-37.81684919,144.9626332,N48716,Water,Base Building,2018-06-06 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-06-06 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,11458.3,11458.3,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5438,,,PFA DIVERSIFIED PROPERTY TRUST,Office,200,Adelaide Street,BRISBANE CITY,QLD,4000,NULL,NULL,N48276,Energy,Base Building,2018-04-22 0:00:00,3.5,3.5,0,NO,NULL,NULL,667304,667304,112.3975072,112.3975072,481,NULL,NULL,NULL,2857346,NO,2018-04-22 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5442,Pinnacle Office Park - Building A & B,Pinnacle Office Park - Building A & B,GOODMAN LIMITED,Office,85,Epping Road,MACQUARIE PARK,NSW,2113,NULL,NULL,N48859,Energy,Whole Building,2018-07-06 0:00:00,3.5,3.5,0,NO,NULL,NULL,5847092,5847092,238.7006593,238.7006593,905,NULL,NULL,NULL,22171764.78,NO,2018-07-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5446,,,Aohua He Realty Pty Ltd,Office,99,Queens Bridge Street,SOUTHBANK,VIC,3006,-37.8245562,144.9606561,N48732,Energy,Base Building,2018-06-09 0:00:00,4,4,0,NO,NULL,NULL,445663,445663,103.8768851,103.8768851,432,NULL,NULL,NULL,1855191.52,NO,2018-06-09 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5447,323 Castlereagh Street,323 Castlereagh Street,TRANSPORT FOR NSW,Office,323-339,Castlereagh Street,HAYMARKET,NSW,2000,-33.87991455,151.208028,N49563,Energy,Tenancy,2018-10-16 0:00:00,4.5,4.5,6,YES,NULL,NULL,224794,239143,71.27266963,75.82213063,275,NULL,NULL,NULL,869609.88,NO,2018-10-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5447,323 Castlereagh Street,323 Castlereagh Street,NSW Dept Primary Industries,Office,323-339,Castlereagh Street,HAYMARKET,NSW,2000,-33.87991455,151.208028,N51070,Energy,Tenancy,2019-03-27 0:00:00,5,5,6,YES,NULL,NULL,241012,256396,71.01328855,75.54612687,286,NULL,NULL,NULL,971604,NO,2019-03-27 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5448,Cimitiere House,Cimitiere House,Facility Solutions Tasmania,Office,113-115,Cimitiere Street,LAUNCESTON,TAS,7250,-41.43452977,147.1382235,N51682,Energy,Base Building,2019-04-16 0:00:00,5.5,5.5,0,NO,NULL,NULL,63744,63744,14.28597042,14.28597042,282,NULL,NULL,NULL,1261886.06,NO,2019-04-16 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5450,,,The Trustee for THE KNIGHT FRANK NEWCASTLE UNIT TRUST,Office,24,Honeysuckle Drive,NEWCASTLE,NSW,2300,-32.92630098,151.7661354,N49226,Energy,Base Building,2018-08-08 0:00:00,4.5,4.5,0,NO,NULL,NULL,357574,357574,94.61632091,94.61632091,381,NULL,NULL,NULL,1440032.92,NO,2018-08-08 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5451,431 King William Street,431 King William Street,Makris Group of Companies,Office,431,King William Street,ADELAIDE,SA,5000,-34.93540757,138.6000395,N49440,Energy,Base Building,2018-10-06 0:00:00,3.5,3.5,0,NO,NULL,NULL,664201,664201,76.99185107,76.99185107,616,NULL,NULL,NULL,5317067.72,NO,2018-10-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5452,8 Windmill Street Millers Point,8 Windmill St Millers Point,Marks Henderson Funds Management Pty Ltd,Office,8,Windmill Street,MILLERS POINT,NSW,2000,-33.85745725,151.203294,N48901,Energy,Base Building,2018-07-06 0:00:00,4.5,4.5,0,NO,NULL,NULL,301896,301896,89.85534853,89.85534853,326,NULL,NULL,NULL,1097804.88,NO,2018-07-06 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5452,8 Windmill Street Millers Point,8 Windmill St Millers Point,Marks Henderson Funds Management Pty Ltd,Office,8,Windmill Street,MILLERS POINT,NSW,2000,-33.85745725,151.203294,N48901,Water,Base Building,2018-07-06 0:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-07-06 0:00:00,NULL,TBA,TBA,4.5,4.5,0,NO,1451.4,1451.4,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5453,Doris Blackburn Building,Doris Blackburn Building,"Colliers International,",Office,18,Canberra Avenue,FORREST,ACT,2603,-35.31531029,149.1300726,N51191,Energy,Base Building,2019-01-04 0:00:00,4.5,4.5,0,NO,NULL,NULL,535353,535353,57.48324958,57.48324958,315,NULL,NULL,NULL,2935252.68,NO,2019-01-04 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
5453,Doris Blackburn Building,,Department of Human Services,Office,18,Canberra Avenue,FORREST,ACT,2603,-35.31531029,149.1300726,N48388,Energy,Tenancy,2018-06-07 0:00:00,5.5,5.5,3.4,YES,NULL,NULL,492786,509358,53.61381291,55.41680266,224,NULL,NULL,NULL,2065777.52,NO,2018-06-07 0:00:00,NULL,TBA,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TBA,TBA
