RatingReferenceNumber,PremiseID,PremiseName,StarRatingWithGreenPower,StarRatingWithoutGreenPower,PremiseType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,GNAFLGA,StarRating,CertificateValidTo,RatingType,RatingScope
N48396,2867,Ascendas Innovation Place,5 Stars,5 Stars,Office,100,Arthur Street,NORTH SYDNEY,NSW,2060,-33.83984038,151.2095448,NORTH SYDNEY COUNCIL,5 Stars,2018-05-09 0:00:00,Energy,Base Building
N51259,5716,Ashmore Commercial Centre,3.5 Stars,3.5 Stars,Office,207,Currumburra Road,ASHMORE,QLD,4214,-27.98808568,153.3815675,GOLD COAST CITY,3.5 Stars,2019-01-08 0:00:00,Energy,Base Building
N48904,3149,ASIC tenancy,4 Stars,4 Stars,Office,86-100,Market Street,SYDNEY,NSW,2000,-33.87062744,151.2075286,COUNCIL OF THE CITY OF SYDNEY,4 Stars,2018-07-20 0:00:00,Energy,Tenancy
N49337,5149,ATO Adelaide,5 Stars,5 Stars,Office,26,Franklin Street,ADELAIDE,SA,5000,0,0,ADELAIDE CITY COUNCIL,5 Stars,2018-09-27 0:00:00,Energy,Tenancy
N48812,5150,ATO Albury,4 Stars,4 Stars,Office,520,Smollett Street,ALBURY,NSW,2640,-36.08267378,146.9165821,ALBURY CITY COUNCIL,4 Stars,2018-06-14 0:00:00,Water,Base Building
N48812,5150,ATO Albury,4.5 Stars,4.5 Stars,Office,520,Smollett Street,ALBURY,NSW,2640,-36.08267378,146.9165821,ALBURY CITY COUNCIL,4.5 Stars,2018-06-14 0:00:00,Energy,Base Building
N49338,5150,ATO Albury,5 Stars,5 Stars,Office,520,Smollett Street,ALBURY,NSW,2640,-36.08267378,146.9165821,ALBURY CITY COUNCIL,5 Stars,2018-10-14 0:00:00,Energy,Tenancy
N49751,4995,ATO Amungula,4 Stars,4 Stars,Office,26,Narellan Street,CANBERRA,ACT,2601,NULL,NULL,NULL,4 Stars,2019-01-12 0:00:00,Energy,Tenancy
N49336,6205,ATO Box Hill,5 Stars,5 Stars,Office,913,Whitehorse Road,BOX HILL,VIC,3128,-37.81757684,145.1222733,WHITEHORSE CITY,5 Stars,2018-09-23 0:00:00,Energy,Tenancy
N49476,6205,ATO Box Hill,5 Stars,5 Stars,Office,913,Whitehorse Road,BOX HILL,VIC,3128,-37.81757684,145.1222733,WHITEHORSE CITY,5 Stars,2018-10-16 0:00:00,Energy,Base Building
N48536,5461,ATO Brisbane,4.5 Stars,4.5 Stars,Office,55,Elizabeth Street,BRISBANE CITY,QLD,4000,-27.47152551,153.0249321,BRISBANE CITY,4.5 Stars,2018-05-17 0:00:00,Energy,Tenancy
N49140,5461,ATO Brisbane,5.5 Stars,5.5 Stars,Office,55,Elizabeth Street,BRISBANE CITY,QLD,4000,-27.47152551,153.0249321,BRISBANE CITY,5.5 Stars,2018-08-07 0:00:00,Energy,Base Building
N51090,1199,ATO Building,2.5 Stars,2.5 Stars,Office,45,Francis Street,NORTHBRIDGE,WA,6003,-31.94807,115.85904,CITY OF PERTH,2.5 Stars,2019-01-12 0:00:00,Water,Base Building
N51090,1199,ATO Building,5 Stars,5 Stars,Office,45,Francis Street,NORTHBRIDGE,WA,6003,-31.94807,115.85904,CITY OF PERTH,5 Stars,2019-01-12 0:00:00,Energy,Base Building
